year,stateabbr_c,statedesc_c,locationname_c,locationid_c,totalpopulation_c,geolocation_c,sca_release_id_c,msa_c,msa_code,state_c,short_name_c,source_dataset_c,year_coverage_c,latitude_n,longitude_n,name_n,cldd_n,dt00_n,dt32_n,dx32_n,dx70_n,dx90_n,emnt_n,emxt_n,htdd_n,prcp_n,tavg_n,tmax_n,tmin_n,tsun_n,msa_n,msa_u,total_population_u,median_age_u,pct_male_u,pct_female_u,cbsa_code_u,median_household_income_u,pct_bachelors_plus_u,pct_graduate_degree_u,pct_less_than_hs_u,pct_white_u,pct_black_u,pct_hispanic_u,pct_asian_u,CASTHMA,CHD,COPD,LPA,MHLTH,OBESITY,PHLTH,STROKE
2016,VA,Virginia,Richmond,5167000,"204,214",POINT (-77.475568168 37.5293933083),2016_500_Cities_2018_release,"Richmond, VA Metro Area",389.0,VA,Richmond,cities,10,37.51154,-77.32338,"RICHMOND INTERNATIONAL AIRPORT, VA US",919.8,0.0,74.0,9.0,195.0,43.0,-12.7,37.2,1873.2,1340.4,15.2,20.83,9.58,,"Richmond, VA Metro Area","Richmond, VA Metro Area",1258158.0,38.4,48.4,51.6,40060.0,61124.0,7.2,21.4,4.1,58.2,29.6,5.6,3.6,10.0,6.4,7.0,27.6,13.4,34.8,13.2,4.2
2016,VA,Virginia,Roanoke,5168000,"97,032",POINT (-79.9581615989 37.2782181855),2016_500_Cities_2018_release,"Roanoke, VA Metro Area",391.0,VA,Roanoke,cities,10,37.31719,-79.97369,"ROANOKE BLACKSBURG REGIONAL AIRPORT, VA US",845.9,0.0,74.0,10.0,196.0,39.0,-12.7,36.7,1973.9,1189.4,14.95,20.47,9.42,,"Roanoke, VA Metro Area","Roanoke, VA Metro Area",312891.0,42.3,48.2,51.8,40220.0,50517.0,9.3,17.1,4.5,79.2,13.0,3.6,2.0,9.9,6.5,7.7,26.8,14.0,33.9,13.6,3.7
2016,VT,Vermont,Burlington,5010675,"42,417",POINT (-73.2314828365 44.4876245694),2016_500_Cities_2018_release,"Burlington-South Burlington, VT Metro Area",152.0,VT,"Burlington, VT",cities,10,44.46825,-73.1499,"BURLINGTON INTERNATIONAL AIRPORT, VT US",457.4,4.0,136.0,37.0,136.0,12.0,-24.9,35.6,3487.3,705.3,9.59,14.75,4.42,,"Burlington-South Burlington, VT Metro Area","Burlington-South Burlington, VT Metro Area",216080.0,37.6,49.1,50.9,15540.0,64127.0,8.7,25.8,2.9,90.8,1.9,2.0,2.7,10.6,5.6,6.0,18.1,12.8,25.5,11.7,2.9
2016,WA,Washington,Kennewick,5335275,"73,917",POINT (-119.173245847 46.198438428),2016_500_Cities_2018_release,"Kennewick-Richland, WA Metro Area",279.0,WA,Kennewick,cities,10,46.2695,-119.11816,"PASCO TRI CITIES AIRPORT, WA US",417.9,3.0,89.0,17.0,179.0,44.0,-22.7,40.6,2442.0,238.6,12.64,19.81,5.47,,"Kennewick-Richland, WA Metro Area","Kennewick-Richland, WA Metro Area",275329.0,33.4,50.7,49.3,28420.0,60263.0,10.4,16.0,8.8,62.4,1.6,30.4,2.2,10.6,6.3,7.1,20.3,13.5,34.9,13.7,3.2
2016,WA,Washington,Seattle,5363000,"608,660",POINT (-122.323532482 47.622154338),2016_500_Cities_2018_release,"Seattle-Tacoma-Bellevue, WA Metro Area",420.0,WA,Seattle,cities,10,47.54554,-122.31475,"SEATTLE BOEING FIELD, WA US",,,,,,,,,1977.0,1062.1,,,,,"Seattle-Tacoma-Bellevue, WA Metro Area","Seattle-Tacoma-Bellevue, WA Metro Area",3671095.0,37.1,49.9,50.1,42660.0,73044.0,9.2,25.4,3.2,65.7,5.4,9.6,12.3,8.9,4.7,4.3,13.4,9.8,23.1,9.0,2.4
2016,WA,Washington,Spokane,5367000,"208,916",POINT (-117.415973291 47.6736243259),2016_500_Cities_2018_release,"Spokane-Spokane Valley, WA Metro Area",432.0,WA,Spokane,cities,10,47.62168,-117.52796,"SPOKANE INTERNATIONAL AIRPORT, WA US",262.9,2.0,96.0,29.0,127.0,24.0,-21.6,36.1,3135.3,465.4,10.26,15.37,5.15,,"Spokane-Spokane Valley, WA Metro Area","Spokane-Spokane Valley, WA Metro Area",542604.0,38.3,49.6,50.4,44060.0,49929.0,12.0,17.5,2.1,85.8,1.6,5.0,2.1,11.0,6.3,7.5,19.9,13.8,31.4,13.6,3.2
2016,WA,Washington,Yakima,5380010,"91,067",POINT (-120.547807614 46.5925792092),2016_500_Cities_2018_release,"Yakima, WA Metro Area",482.0,WA,Yakima,cities,10,46.56398,-120.53488,"YAKIMA AIRPORT, WA US",414.2,2.0,90.0,19.0,177.0,44.0,-19.9,40.0,2622.5,254.4,12.19,19.48,4.91,,"Yakima, WA Metro Area","Yakima, WA Metro Area",247681.0,32.6,50.0,50.0,49420.0,45700.0,8.0,9.4,16.5,45.0,0.7,47.7,1.0,10.6,6.8,7.7,24.8,15.0,34.8,15.5,3.7
2016,WI,Wisconsin,Appleton,5502375,"72,623",POINT (-88.3897664444 44.2776987457),2016_500_Cities_2018_release,"Appleton, WI Metro Area",115.0,WI,Appleton,cities,10,44.27703,-88.43772,"APPLETON, WI US",369.9,18.0,140.0,55.0,140.0,4.0,-22.8,33.3,3751.7,929.9,8.76,13.85,3.67,,"Appleton, WI Metro Area","Appleton, WI Metro Area",231452.0,38.2,49.9,50.1,11540.0,61840.0,12.0,20.4,2.5,89.1,1.1,4.0,3.0,8.9,5.7,5.5,19.1,11.8,30.3,10.8,2.6
2016,WI,Wisconsin,Green Bay,5531000,"104,057",POINT (-87.9896195955 44.5149847816),2016_500_Cities_2018_release,"Green Bay, WI Metro Area",238.0,WI,Green Bay,cities,10,44.47958,-88.1371,"GREEN BAY A S INTERNATIONAL AIRPORT, WI US",307.3,17.0,126.0,54.0,139.0,3.0,-24.9,32.8,3710.9,841.4,8.85,13.85,3.85,,"Green Bay, WI Metro Area","Green Bay, WI Metro Area",314555.0,38.3,49.9,50.1,24580.0,54361.0,12.1,18.6,3.3,84.5,1.8,7.0,2.5,9.5,6.5,6.7,23.8,13.2,34.7,12.8,3.2
2016,WI,Wisconsin,Kenosha,5539225,"99,218",POINT (-87.8735745085 42.585570271),2016_500_Cities_2018_release,"Kenosha, WI Metro Area",280.0,WI,Kenosha,cities,10,42.56082,-87.81556,"KENOSHA WWTP, WI US",453.9,9.0,105.0,43.0,135.0,6.0,-22.8,35.0,3284.3,848.8,10.22,14.27,6.16,,"Kenosha, WI Metro Area",,,,,,,,,,,,,,,9.5,6.3,6.5,22.8,13.0,32.8,12.5,3.1
2016,WI,Wisconsin,Madison,5548000,"233,209",POINT (-89.3915106344 43.0809865694),2016_500_Cities_2018_release,"Madison, WI Metro Area",316.0,WI,Madison,cities,10,43.14069,-89.34521,"MADISON DANE CO REGIONAL AIRPORT, WI US",420.8,12.0,124.0,54.0,154.0,6.0,-22.7,34.4,3473.0,1158.0,9.63,14.62,4.64,,"Madison, WI Metro Area","Madison, WI Metro Area",634269.0,35.9,49.7,50.3,31540.0,63642.0,10.2,26.6,2.0,83.1,4.3,5.6,4.6,8.6,5.2,4.7,16.2,10.8,27.6,9.7,2.4
2016,WI,Wisconsin,Milwaukee,5553000,"594,833",POINT (-87.9672412429 43.0641258925),2016_500_Cities_2018_release,"Milwaukee-Waukesha, WI Metro Area",329.0,WI,Milwaukee,cities,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,6.7,7.2,28.8,14.9,38.5,15.0,4.2
2016,WI,Wisconsin,Racine,5566000,"78,860",POINT (-87.813453024 42.7274599494),2016_500_Cities_2018_release,"Racine-Mount Pleasant, WI Metro Area",383.0,WI,Racine,cities,10,42.75856,-87.8178,"RACINE BATTEN AIRPORT, WI US",469.6,7.0,109.0,47.0,140.0,10.0,-23.8,34.4,3340.2,721.9,10.12,14.53,5.71,,"Racine-Mount Pleasant, WI Metro Area",,,,,,,,,,,,,,,10.1,6.6,6.8,25.5,13.8,37.8,14.2,3.6
2016,WV,West Virginia,Charleston,5414600,"51,400",POINT (-81.632165003 38.3484079736),2016_500_Cities_2018_release,"Charleston, WV Metro Area",161.0,WV,"Charleston, WV",cities,10,38.3795,-81.59112,"CHARLESTON WEST VIRGINIA INTERNATIONAL YEAGER AIRPORT, WV US",795.6,0.0,91.0,17.0,200.0,38.0,-15.5,35.6,2094.6,1065.4,14.28,20.25,8.32,,"Charleston, WV Metro Area","Charleston, WV Metro Area",222314.0,42.8,48.4,51.6,16620.0,45176.0,6.2,13.2,4.4,89.4,4.5,1.0,0.9,10.9,7.5,9.3,24.3,14.9,37.2,14.6,3.2
2016,WY,Wyoming,Cheyenne,5613900,"59,466",POINT (-104.789064332 41.1460804265),2016_500_Cities_2018_release,"Cheyenne, WY Metro Area",166.0,WY,Cheyenne,cities,10,41.15788,-104.80814,"CHEYENNE WSFO AIRPORT, WY US",241.1,5.0,152.0,24.0,145.0,15.0,-26.6,35.6,3634.5,374.5,9.24,16.36,2.11,,"Cheyenne, WY Metro Area","Cheyenne, WY Metro Area",96459.0,36.7,50.5,49.5,16940.0,61201.0,12.9,17.7,1.6,79.0,2.8,14.2,1.1,8.6,5.4,6.0,23.4,11.7,29.4,11.0,2.6
2017,AK,Alaska,Anchorage,203000,"291,826","    (61.149868731, -149.111113424)",2017_500_Cities_2019_release,"Anchorage, AK Metro Area",112.0,AK,Anchorage,cities,10,61.1561,-149.9847,"ANCHORAGE FORECAST OFFICE, AK US",0.6,9.0,185.0,124.0,13.0,0.0,-27.2,25.0,5705.6,515.0,2.69,6.38,-1.0,,"Anchorage, AK Metro Area","Anchorage, AK Metro Area",399360.0,33.5,51.4,48.6,11260.0,80724.0,8.9,19.9,2.5,68.6,4.4,7.8,7.3,8.9,5.0,4.8,21.4,11.0,34.1,11.0,2.6
2017,AL,Alabama,Birmingham,107000,"212,237","    (33.5275663773, -86.7988174678)",2017_500_Cities_2019_release,"Birmingham, AL Metro Area",136.0,AL,Birmingham,cities,10,33.56545,-86.7449,"BIRMINGHAM AIRPORT, AL US",1238.0,0.0,33.0,1.0,250.0,50.0,-10.5,35.6,956.2,1753.9,18.64,24.16,13.12,,"Birmingham, AL Metro Area",,,,,,,,,,,,,,,12.1,7.3,9.2,38.1,16.8,42.0,17.1,5.1
2017,AL,Alabama,Huntsville,137000,"180,105","    (34.6989692671, -86.6387042882)",2017_500_Cities_2019_release,"Huntsville, AL Metro Area",259.0,AL,Huntsville,cities,10,34.64406,-86.78615,"HUNTSVILLE INTNL AIRPORT, AL US",1146.2,0.0,40.0,3.0,237.0,55.0,-11.6,36.7,1111.6,1361.0,17.9,23.74,12.06,,"Huntsville, AL Metro Area","Huntsville, AL Metro Area",444908.0,38.4,49.1,50.9,26620.0,59583.0,8.2,23.4,3.6,71.2,21.9,5.0,2.3,10.8,6.4,7.8,30.7,15.1,36.2,14.4,3.5
2017,AL,Alabama,Mobile,150000,"195,111","    (30.6776248648, -88.1184482714)",2017_500_Cities_2019_release,"Mobile, AL Metro Area",333.0,AL,Mobile,cities,10,30.61465,-88.06301,"MOBILE DOWNTOWN AIRPORT, AL US",1639.7,0.0,7.0,0.0,303.0,52.0,-4.3,36.1,451.5,1942.4,21.27,26.01,16.52,,"Mobile, AL Metro Area","Mobile, AL Metro Area",414328.0,37.3,47.8,52.2,33660.0,45802.0,8.3,15.2,3.6,59.3,35.3,2.8,2.0,11.5,7.1,8.5,35.7,16.3,38.2,15.6,4.2
2017,AL,Alabama,Montgomery,151000,"205,764","    (32.3472645333, -86.2677059552)",2017_500_Cities_2019_release,"Montgomery, AL Metro Area",337.0,AL,Montgomery,cities,10,32.2997,-86.40745,"MONTGOMERY AIRPORT, AL US",1530.9,0.0,23.0,0.0,278.0,93.0,-6.0,36.7,684.4,1784.5,20.12,26.2,14.05,,"Montgomery, AL Metro Area","Montgomery, AL Metro Area",373507.0,36.8,47.8,52.2,33860.0,49089.0,7.4,17.3,4.2,50.8,44.3,3.1,1.8,11.4,7.0,8.7,35.1,15.8,39.0,16.2,4.2
2017,AL,Alabama,Tuscaloosa,177256,"90,468","    (33.2336083951, -87.5268004073)",2017_500_Cities_2019_release,"Tuscaloosa, AL Metro Area",452.0,AL,Tuscaloosa,cities,10,33.21217,-87.61552,"TUSCALOOSA AIRPORT ASOS, AL US",1241.5,0.0,40.0,0.0,259.0,63.0,-9.3,35.6,908.5,1468.0,18.73,24.73,12.72,,"Tuscaloosa, AL Metro Area","Tuscaloosa, AL Metro Area",239589.0,33.6,48.2,51.8,46220.0,48344.0,7.1,17.0,3.6,62.4,33.8,3.4,1.3,11.2,7.0,8.7,35.4,16.4,41.1,15.7,4.2
2017,AR,Arkansas,Fayetteville,523290,"73,580","    (36.0712117312, -94.1659600436)",2017_500_Cities_2019_release,"Fayetteville-Springdale-Rogers, AR Metro Area",215.0,AR,"Fayetteville, AR",cities,10,36.01027,-94.16824,"FAYETTEVILLE DRAKE FIELD, AR US",670.0,1.0,81.0,5.0,220.0,16.0,-18.2,34.4,1811.8,1302.3,14.95,21.64,8.25,,"Fayetteville-Springdale-Rogers, AR Metro Area",,,,,,,,,,,,,,,8.9,6.1,6.8,28.0,14.1,30.9,12.5,3.0
2017,AR,Arkansas,Jonesboro,535710,"67,263","    (35.8208121538, -90.6794991686)",2017_500_Cities_2019_release,"Jonesboro, AR Metro Area",273.0,AR,Jonesboro,cities,10,35.83567,-90.64424,"JONESBORO MUNICIPAL AIRPORT, AR US",1064.0,0.0,46.0,7.0,220.0,57.0,-12.1,36.7,1484.9,1151.7,16.82,22.42,11.22,,"Jonesboro, AR Metro Area","Jonesboro, AR Metro Area",128344.0,35.0,48.8,51.2,27860.0,43649.0,6.5,14.9,4.8,81.6,11.9,4.5,0.9,9.8,6.4,7.5,33.7,15.3,34.7,14.2,3.3
2017,AR,Arkansas,Little Rock,541000,"193,524","    (34.7253957894, -92.3583751863)",2017_500_Cities_2019_release,"Little Rock-North Little Rock-Conway, AR Metro Area",307.0,AR,Little Rock,cities,10,34.72727,-92.2358,"LITTLE ROCK AIRPORT ADAMS FIELD, AR US",1100.3,0.0,39.0,4.0,247.0,46.0,-11.0,35.6,1299.1,1201.4,17.56,23.35,11.78,,"Little Rock-North Little Rock-Conway, AR Metro Area","Little Rock-North Little Rock-Conway, AR Metro Area",730346.0,36.5,48.5,51.5,30780.0,51362.0,7.3,18.8,3.0,71.1,23.0,5.1,1.6,9.7,5.9,6.5,31.3,13.3,34.2,12.6,3.5
2017,AZ,Arizona,Phoenix,455000,"1,445,632","    (33.5724138695, -112.088995222)",2017_500_Cities_2019_release,"Phoenix-Mesa-Chandler, AZ Metro Area",370.0,AZ,Phoenix,cities,10,33.4278,-112.00365,"PHOENIX AIRPORT, AZ US",2854.6,0.0,0.0,0.0,317.0,192.0,1.7,48.3,400.0,126.4,25.14,31.75,18.53,,"Phoenix-Mesa-Chandler, AZ Metro Area",,,,,,,,,,,,,,,10.5,5.7,6.5,27.5,13.9,31.0,13.7,3.1
2017,AZ,Arizona,Tucson,477000,"520,116","    (32.1567244483, -110.877085494)",2017_500_Cities_2019_release,"Tucson, AZ Metro Area",450.0,AZ,Tucson,cities,10,32.13153,-110.95638,"TUCSON INTERNATIONAL AIRPORT, AZ US",2162.2,0.0,7.0,0.0,322.0,190.0,-2.1,46.7,544.5,274.0,22.91,30.68,15.14,,"Tucson, AZ Metro Area","Tucson, AZ Metro Area",1007257.0,38.2,49.2,50.8,46060.0,48676.0,8.8,18.2,4.7,76.9,3.5,36.6,2.8,10.1,5.9,6.7,26.9,14.4,29.7,14.3,3.2
2017,AZ,Arizona,Yuma,485540,"93,064","    (32.5986027117, -114.54836837)",2017_500_Cities_2019_release,"Yuma, AZ Metro Area",486.0,AZ,Yuma,cities,10,32.65,-114.61667,"YUMA MCAS, AZ US",2781.5,0.0,0.0,0.0,325.0,196.0,1.1,48.9,304.3,58.7,25.26,32.24,18.29,,"Yuma, AZ Metro Area","Yuma, AZ Metro Area",204281.0,34.1,51.4,48.6,49740.0,43253.0,7.2,9.2,14.0,73.1,2.1,62.9,1.3,9.8,6.0,6.7,27.2,13.6,37.4,14.3,3.2
2017,CA,California,Bakersfield,603526,"347,483","    (35.3513302855, -119.029786003)",2017_500_Cities_2019_release,"Bakersfield-Delano, CA Metro Area",123.0,CA,Bakersfield,cities,10,35.43424,-119.05524,"BAKERSFIELD AIRPORT, CA US",1610.5,0.0,2.0,0.0,253.0,121.0,-1.0,44.4,920.9,136.9,20.23,27.03,13.43,,"Bakersfield-Delano, CA Metro Area",,,,,,,,,,,,,,,9.6,5.8,6.3,25.6,14.2,29.5,13.7,3.3
2017,CA,California,Chico,613014,"86,187","    (39.7568503668, -121.815983972)",2017_500_Cities_2019_release,"Chico, CA Metro Area",168.0,CA,Chico,cities,10,39.8716,-121.6108,"DE SABLA, CA US",701.5,0.0,52.0,0.0,180.0,80.0,-6.1,40.6,2146.9,2001.8,14.53,21.8,7.27,,"Chico, CA Metro Area","Chico, CA Metro Area",225207.0,36.9,49.5,50.5,17020.0,46516.0,10.2,17.7,4.1,82.2,1.5,15.7,4.5,9.7,5.4,6.1,20.8,14.1,27.5,12.6,2.9
2017,CA,California,Fresno,627000,"494,665","    (36.7826786711, -119.794126569)",2017_500_Cities_2019_release,"Fresno, CA Metro Area",224.0,CA,Fresno,cities,10,36.77999,-119.72016,"FRESNO YOSEMITE INTERNATIONAL, CA US",1358.5,0.0,7.0,0.0,232.0,112.0,-1.6,43.3,1106.5,335.4,19.02,25.78,12.26,,"Fresno, CA Metro Area","Fresno, CA Metro Area",971616.0,31.8,49.9,50.1,23420.0,48730.0,8.4,13.3,14.4,63.5,4.9,52.4,10.1,10.0,6.3,6.6,26.8,14.8,31.2,15.0,3.6
2017,CA,California,Los Angeles,644000,"3,792,621","    (34.1182277898, -118.408500088)",2017_500_Cities_2019_release,"Los Angeles-Long Beach-Anaheim, CA Metro Area",311.0,CA,Los Angeles,cities,10,34.0236,-118.2911,"LOS ANGELES DOWNTOWN USC, CA US",1012.8,0.0,0.0,0.0,293.0,31.0,4.4,40.0,425.0,336.7,20.1,25.35,14.85,,"Los Angeles-Long Beach-Anaheim, CA Metro Area","Los Angeles-Long Beach-Anaheim, CA Metro Area",13261538.0,36.4,49.3,50.7,31080.0,65331.0,7.1,21.5,11.8,54.2,6.7,45.0,15.7,9.0,5.3,5.3,22.7,12.8,25.6,12.7,3.1
2017,CA,California,Merced,646898,"78,958","    (37.3055863217, -120.477710571)",2017_500_Cities_2019_release,"Merced, CA Metro Area",324.0,CA,Merced,cities,10,37.28597,-120.51788,"MERCED MUNICIPAL AIRPORT, CA US",1003.7,0.0,36.0,0.0,228.0,101.0,-3.8,42.8,1352.9,329.2,17.39,25.09,9.69,,"Merced, CA Metro Area","Merced, CA Metro Area",267390.0,30.8,50.5,49.5,32900.0,46338.0,7.2,8.9,19.2,57.5,3.2,58.2,7.6,9.7,6.7,7.2,28.8,15.7,30.9,16.0,3.8
2017,CA,California,Modesto,648354,"201,165","    (37.6615478221, -120.988548061)",2017_500_Cities_2019_release,"Modesto, CA Metro Area",334.0,CA,Modesto,cities,10,37.62544,-120.95492,"MODESTO AIRPORT, CA US",1155.0,0.0,11.0,0.0,227.0,106.0,-1.0,42.8,1033.4,328.6,18.53,25.54,11.53,,"Modesto, CA Metro Area","Modesto, CA Metro Area",535684.0,33.9,49.4,50.6,33700.0,54260.0,7.6,11.3,12.2,74.8,2.8,45.0,5.5,9.6,5.7,6.4,23.0,14.8,26.1,13.5,3.1
2017,CA,California,Napa,650258,"76,915","    (38.2980424649, -122.301093331)",2017_500_Cities_2019_release,"Napa, CA Metro Area",344.0,CA,Napa,cities,10,38.2075,-122.28041,"NAPA CO AIRPORT, CA US",279.8,0.0,24.0,0.0,192.0,25.0,-3.8,41.7,1416.9,792.9,15.18,22.16,8.2,,"Napa, CA Metro Area","Napa, CA Metro Area",141005.0,40.8,49.9,50.1,34900.0,79637.0,8.7,22.8,9.9,72.6,2.1,33.7,7.9,9.2,4.9,5.4,19.7,12.7,26.4,11.4,2.6
2017,CA,California,Oxnard,654652,"197,899","    (34.1959237731, -119.18187657)",2017_500_Cities_2019_release,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",362.0,CA,Oxnard,cities,10,34.20012,-119.20417,"OXNARD VENTURA CO AIRPORT, CA US",239.0,0.0,0.0,0.0,193.0,5.0,3.3,40.0,717.3,393.6,17.01,21.42,12.6,,"Oxnard-Thousand Oaks-Ventura, CA Metro Area","Oxnard-Thousand Oaks-Ventura, CA Metro Area",847834.0,37.5,49.5,50.5,37100.0,81972.0,9.0,20.4,9.7,79.9,1.7,42.3,7.2,8.9,5.9,5.5,26.1,14.1,26.6,14.2,3.1
2017,CA,California,Redding,659920,"89,861","    (40.5697591271, -122.365026322)",2017_500_Cities_2019_release,"Redding, CA Metro Area",387.0,CA,Redding,cities,10,40.51462,-122.29773,"REDDING AIRPORT, CA US",1348.7,0.0,26.0,0.0,211.0,120.0,-2.7,45.6,1474.2,881.6,18.19,25.32,11.06,,"Redding, CA Metro Area","Redding, CA Metro Area",178919.0,41.8,49.0,51.0,39820.0,47258.0,11.5,14.0,2.6,86.9,1.1,9.6,3.0,10.0,5.6,6.6,20.0,14.7,27.3,12.9,3.0
2017,CA,California,Riverside,662000,"303,871","    (33.9381251685, -117.394845824)",2017_500_Cities_2019_release,"Riverside-San Bernardino-Ontario, CA Metro Area",390.0,CA,Riverside,cities,10,33.95282,-117.43523,"RIVERSIDE MUNICIPAL AIRPORT, CA US",1251.6,0.0,1.0,0.0,297.0,118.0,0.0,44.4,649.9,216.1,20.21,27.58,12.83,,"Riverside-San Bernardino-Ontario, CA Metro Area","Riverside-San Bernardino-Ontario, CA Metro Area",4476222.0,34.0,49.7,50.3,40140.0,59173.0,8.1,13.3,9.3,61.7,7.3,50.0,6.6,8.9,5.4,5.7,23.5,13.9,28.9,13.2,3.0
2017,CA,California,Sacramento,664000,"466,488","    (38.5666321567, -121.468299801)",2017_500_Cities_2019_release,"Sacramento-Roseville-Folsom, CA Metro Area",397.0,CA,Sacramento,cities,10,38.50659,-121.49604,"SACRAMENTO AIRPORT ASOS, CA US",837.1,0.0,19.0,0.0,205.0,84.0,-1.6,43.3,1350.8,661.6,17.0,24.01,9.99,,"Sacramento-Roseville-Folsom, CA Metro Area",,,,,,,,,,,,,,,10.2,5.4,5.8,23.2,13.5,30.7,12.9,3.2
2017,CA,California,Salinas,664224,"150,441","    (36.6889174321, -121.631811961)",2017_500_Cities_2019_release,"Salinas, CA Metro Area",404.0,CA,Salinas,cities,10,36.66352,-121.60928,"SALINAS AIRPORT, CA US",147.5,0.0,2.0,0.0,169.0,10.0,-1.0,42.8,1377.3,337.1,15.3,20.9,9.71,,"Salinas, CA Metro Area","Salinas, CA Metro Area",433168.0,33.9,51.0,49.0,41500.0,63249.0,8.0,14.5,19.5,64.9,2.6,57.9,5.7,9.2,6.1,6.1,27.9,15.0,27.6,15.7,3.3
2017,CA,California,San Diego,666000,"1,307,402","    (32.8355639418, -117.119792061)",2017_500_Cities_2019_release,"San Diego-Chula Vista-Carlsbad, CA Metro Area",409.0,CA,San Diego,cities,10,32.7336,-117.1831,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",634.2,0.0,0.0,0.0,241.0,7.0,5.0,36.7,430.2,201.5,18.95,22.53,15.37,,"San Diego-Chula Vista-Carlsbad, CA Metro Area",,,,,,,,,,,,,,,8.3,4.6,4.6,18.6,11.3,22.4,10.9,2.6
2017,CA,California,San Francisco,667000,"805,235","    (37.7559136611, -122.440987876)",2017_500_Cities_2019_release,"San Francisco-Oakland-Fremont, CA Metro Area",411.0,CA,San Francisco,cities,10,37.61962,-122.36562,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",177.8,0.0,0.0,0.0,134.0,5.0,3.3,40.0,1281.7,641.4,15.49,19.75,11.23,,"San Francisco-Oakland-Fremont, CA Metro Area",,,,,,,,,,,,,,,7.8,4.3,3.8,16.8,10.2,17.9,9.4,2.4
2017,CA,California,San Jose,668000,"945,942","    (37.3003963176, -121.847228423)",2017_500_Cities_2019_release,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",412.0,CA,San Jose,cities,10,37.4058,-122.0481,"MOFFETT FEDERAL AIRFIELD, CA US",366.4,0.0,2.0,0.0,193.0,13.0,0.0,41.1,1167.0,396.3,16.17,21.44,10.9,,"San Jose-Sunnyvale-Santa Clara, CA Metro Area","San Jose-Sunnyvale-Santa Clara, CA Metro Area",1969897.0,36.9,50.4,49.6,41940.0,105809.0,6.9,26.5,7.2,46.6,2.5,27.0,34.2,7.8,4.3,3.9,18.8,10.3,20.1,10.0,2.4
2017,CA,California,Santa Maria,669196,"99,553","    (34.9333735757, -120.443326954)",2017_500_Cities_2019_release,"Santa Maria-Santa Barbara, CA Metro Area",416.0,CA,Santa Maria,cities,10,34.4241,-119.84249,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",198.3,0.0,3.0,0.0,212.0,6.0,-2.1,36.1,1090.1,502.1,16.01,21.66,10.36,,"Santa Maria-Santa Barbara, CA Metro Area","Santa Maria-Santa Barbara, CA Metro Area",442996.0,33.7,50.1,49.9,42200.0,68023.0,7.7,19.8,12.4,74.7,1.9,44.8,5.4,9.5,6.2,6.6,27.6,15.2,31.9,15.6,3.4
2017,CA,California,Santa Rosa,670098,"167,815","    (38.4464423102, -122.706005935)",2017_500_Cities_2019_release,"Santa Rosa-Petaluma, CA Metro Area",417.0,CA,Santa Rosa,cities,10,38.50369,-122.81101,"SANTA ROSA SONOMA CO AIRPORT, CA US",333.7,0.0,35.0,0.0,198.0,43.0,-3.2,43.3,1553.7,1226.9,15.06,22.75,7.38,,"Santa Rosa-Petaluma, CA Metro Area",,,,,,,,,,,,,,,9.4,4.8,5.3,19.0,13.0,25.6,11.3,2.6
2017,CA,California,Stockton,675000,"291,707","    (37.9766322679, -121.311121669)",2017_500_Cities_2019_release,"Stockton-Lodi, CA Metro Area",439.0,CA,Stockton,cities,10,37.88997,-121.22637,"STOCKTON AIRPORT, CA US",975.2,0.0,24.0,0.0,224.0,109.0,-2.1,44.4,1206.0,421.7,17.74,25.62,9.87,,"Stockton-Lodi, CA Metro Area","Stockton-Lodi, CA Metro Area",724153.0,33.9,49.7,50.3,44700.0,57813.0,9.3,12.3,11.5,55.9,7.0,40.8,15.1,9.4,6.1,6.3,27.7,14.4,31.7,14.3,3.6
2017,CA,California,Vallejo,681666,"115,942","    (38.1135329247, -122.235518478)",2017_500_Cities_2019_release,"Vallejo, CA Metro Area",458.0,CA,Vallejo,cities,10,38.1,-122.1869,"VALLEJO, CA US",636.7,0.0,1.0,0.0,214.0,49.0,0.0,45.0,1088.5,656.3,17.09,23.87,10.31,,"Vallejo, CA Metro Area",,,,,,,,,,,,,,,9.4,5.1,5.2,23.1,12.5,27.7,11.9,3.1
2017,CA,California,Visalia,682954,"124,442","    (36.3270623157, -119.325273214)",2017_500_Cities_2019_release,"Visalia, CA Metro Area",462.0,CA,Visalia,cities,10,36.32833,-119.2997,"VISALIA, CA US",,,,,,,,,,,,,,,"Visalia, CA Metro Area",,,,,,,,,,,,,,,9.2,5.7,6.2,24.6,14.3,29.2,13.6,3.1
2017,CO,Colorado,Boulder,807850,"97,385","    (40.0275510494, -105.25151776)",2017_500_Cities_2019_release,"Boulder, CO Metro Area",143.0,CO,Boulder,cities,10,39.99282,-105.26683,"BOULDER, CO US",,,,,,,,,,,,,,,"Boulder, CO Metro Area","Boulder, CO Metro Area",316782.0,36.2,50.2,49.8,14500.0,75669.0,6.2,32.6,2.2,88.6,0.9,13.8,4.5,8.7,4.2,4.1,13.4,10.4,16.8,9.1,2.2
